Region,Country,State,City,Month,Day,Year,AvgTemperature
South/Central America & Carribean,Panama,,Panama City,1,27,2003,82.6
Europe,Norway,,Oslo,1,8,2008,31.6
North America,Canada,,Montreal,4,22,2006,52.9
North America,US,Tennessee,Nashville,6,28,1998,83.5
Asia,Japan,,Sapporo,8,7,2009,69.3
North America,US,New York,Rochester,8,30,2019,70.8
North America,US,Wyoming,Casper,9,1,2018,64.3
South/Central America & Carribean,Bolivia,,La Paz,1,28,2006,47.5
North America,US,Wyoming,Cheyenne,9,6,2018,59.8
Asia,China,,Chengdu,10,17,2003,64.6
Australia/South Pacific,Australia,,Sydney,4,13,2014,57.4
Europe,Romania,,Bucharest,7,27,1995,73.8
South/Central America & Carribean,Colombia,,Bogota,11,14,1999,56.7
Europe,Italy,,Rome,7,23,2012,72.1
North America,US,Michigan,Lansing,5,16,2008,53.2
North America,US,Ohio,Cincinnati,11,3,2000,61.5
North America,US,Florida,Tallahassee,2,13,2018,65.5
Europe,Russia,,Yerevan,2,10,1996,42.3
North America,US,North Carolina,Asheville,11,16,2008,37.4
Australia/South Pacific,New Zealand,,Auckland,7,5,2006,47.8
North America,US,Arizona,Phoenix,9,2,2004,96.0
North America,US,Kansas,Wichita,8,26,2005,81.2
Asia,Tajikistan,,Dusanbe,5,1,2012,59.0
North America,US,Texas,Brownsville,5,7,1998,81.4
North America,US,Florida,Daytona Beach,10,9,2005,79.0
Europe,Sweden,,Stockholm,4,28,1996,48.8
Europe,Hungary,,Budapest,7,6,2013,76.0
South/Central America & Carribean,Colombia,,Bogota,5,16,2004,56.7
Europe,Italy,,Rome,10,30,2017,59.6
North America,US,Ohio,Youngstown,2,26,2012,30.1
North America,US,Washington,Seattle,2,7,2011,45.5
North America,US,Oklahoma,Oklahoma City,3,9,2013,57.5
Africa,Ivory Coast,,Abidjan,10,24,2008,79.1
Europe,Austria,,Vienna,9,24,2011,59.3
North America,US,Minnesota,Minneapolis St. Paul,10,23,1996,41.8
North America,US,Illinois,Rockford,6,2,2014,75.3
North America,US,New Jersey,Newark,3,23,2018,42.8
North America,US,Oregon,Portland,6,2,2006,65.2
North America,US,Tennessee,Memphis,5,23,2004,79.3
Africa,Ethiopia,,Addis Ababa,6,20,2001,-99.0
North America,US,Nebraska,Lincoln,3,12,1997,46.2
Europe,Latvia,,Riga,2,28,2006,13.5
North America,US,Tennessee,Chattanooga,12,9,2017,36.2
Europe,Bulgaria,,Sofia,10,23,2019,56.8
North America,US,Michigan,Lansing,11,19,2003,50.9
Europe,Germany,,Bonn,4,9,2003,-99.0
North America,US,Pennsylvania,Wilkes Barre,11,16,1999,30.6
North America,US,Alabama,Birmingham,3,31,2004,46.5
North America,Canada,,Quebec,1,1,1999,-7.7
Europe,Norway,,Oslo,10,5,2015,44.7
South/Central America & Carribean,Cuba,,Havana,5,3,2017,79.2
North America,US,Texas,San Antonio,2,16,2020,58.8
South/Central America & Carribean,Honduras,,Tegucigalpa,12,20,1995,69.5
North America,US,Massachusetts,Boston,1,8,1998,38.2
North America,US,Ohio,Toledo,10,27,2008,41.0
Middle East,Bahrain,,Manama,10,7,2002,87.7
South/Central America & Carribean,Panama,,Panama City,3,17,2018,84.1
North America,US,Indiana,South Bend,12,7,2001,43.2
North America,Canada,,Montreal,12,7,2001,41.0
North America,US,Michigan,Lansing,1,10,2015,5.7
North America,US,Alaska,Juneau,7,11,2005,55.8
North America,US,Oregon,Eugene,7,14,2006,66.0
Europe,Macedonia,,Skopje,3,18,2006,41.9
North America,US,New York,New York City,2,24,2009,28.5
North America,US,Texas,Wichita Falls,10,15,2007,67.4
North America,US,Nevada,Reno,9,12,1999,67.1
Australia/South Pacific,Australia,,Brisbane,8,28,2002,58.3
North America,US,Michigan,Lansing,7,7,2013,73.6
North America,US,Oregon,Medford,12,24,2017,39.2
Asia,China,,Beijing,7,10,2014,86.6
North America,US,Hawaii,Honolulu,2,14,2003,68.4
North America,US,North Carolina,Greensboro,11,23,2010,59.2
North America,US,Pennsylvania,Erie,9,12,2016,63.1
North America,US,Texas,Corpus Christi,7,12,2019,87.0
North America,US,Louisiana,Shreveport,1,19,2012,48.5
North America,US,Mississippi,Tupelo,12,7,2000,35.0
North America,US,Florida,West Palm Beach,6,24,2000,81.7
Europe,Norway,,Oslo,1,27,2018,16.1
North America,US,Wisconsin,Milwaukee,3,5,2020,39.5
Asia,Uzbekistan,,Tashkent,5,14,2008,76.7
Europe,Austria,,Vienna,5,25,2006,60.2
North America,US,Massachusetts,Boston,10,6,2019,56.5
North America,US,New Jersey,Newark,10,25,2012,60.0
Europe,Switzerland,,Bern,6,22,2016,71.5
North America,US,Montana,Great Falls,12,16,2004,37.5
North America,US,Alaska,Anchorage,12,17,1999,3.6
Europe,France,,Paris,5,22,2008,60.0
North America,US,Louisiana,Lake Charles,7,13,2018,84.5
North America,US,Texas,El Paso,12,25,2003,49.1
Asia,Myanmar (Burma),,Rangoon,8,18,2013,83.0
North America,US,Texas,Amarillo,3,29,2002,60.9
Africa,Gambia,,Banjul,12,31,2003,81.7
North America,US,Colorado,Denver,4,19,2004,50.1
North America,US,Illinois,Rockford,3,4,1999,27.1
South/Central America & Carribean,Peru,,Lima,7,20,2001,59.4
Asia,Hong Kong,,Hong Kong,9,24,1999,81.1
Europe,Belarus,,Minsk,7,21,2012,63.4
Europe,Spain,,Barcelona,2,11,2002,48.9
North America,US,Utah,Salt Lake City,11,16,2008,40.8
Europe,The Netherlands,,Amsterdam,6,30,1997,57.4
North America,US,Arkansas,Fort Smith,7,15,2017,83.8
South/Central America & Carribean,Guyana,,Georgetown,8,22,1999,85.0
North America,US,Texas,El Paso,11,26,2001,56.2
Africa,Algeria,,Algiers,9,5,2004,89.0
North America,US,Arizona,Yuma,1,22,1997,56.4
Europe,Iceland,,Reykjavik,8,13,2007,51.0
North America,US,Tennessee,Chattanooga,2,21,2000,43.2
Europe,United Kingdom,,Belfast,2,6,2009,33.2
Asia,Bangladesh,,Dhaka,2,10,2006,74.1
Asia,Uzbekistan,,Tashkent,11,25,1996,40.2
North America,US,Michigan,Sault Ste Marie,11,3,2018,35.4
North America,US,Louisiana,New Orleans,3,20,2014,64.5
Europe,Greece,,Athens,4,1,2003,57.4
North America,US,Indiana,Evansville,3,29,2000,42.7
South/Central America & Carribean,Brazil,,Brasilia,12,1,2015,75.0
North America,US,North Carolina,Charlotte,11,18,2004,55.1
North America,US,Colorado,Pueblo,1,9,2019,28.2
Europe,Austria,,Vienna,10,27,2011,48.7
North America,Canada,,Halifax,2,28,1998,38.5
North America,US,Washington,Seattle,3,19,2013,44.3
North America,US,Indiana,Evansville,8,7,2001,82.0
Europe,Finland,,Helsinki,1,29,2019,22.7
North America,US,Missouri,St Louis,3,22,2001,48.8
Asia,Nepal,,Katmandu,2,16,2014,46.0
Middle East,Saudi Arabia,,Dhahran,9,8,2000,90.2
North America,US,Texas,Amarillo,9,19,1998,75.9
North America,US,Connecticut,Hartford Springfield,11,27,2008,36.4
North America,US,North Carolina,Greensboro,4,14,2015,67.1
Asia,Vietnam,,Hanoi,6,28,2019,91.8
Middle East,United Arab Emirates,,Dubai,12,12,2007,71.9
North America,US,Alabama,Birmingham,10,5,2014,57.2
North America,US,Texas,San Angelo,12,16,1995,49.3
North America,US,West Virginia,Elkins,4,4,2008,51.1
Africa,Congo,,Brazzaville,5,3,2000,81.4
Asia,Philippines,,Manila,9,21,2012,82.4
Europe,Macedonia,,Skopje,3,3,1999,47.4
Europe,Romania,,Bucharest,1,10,2000,17.4
South/Central America & Carribean,Uruguay,,Montvideo,6,2,2002,57.8
North America,US,Mississippi,Jackson,10,31,2004,73.8
North America,US,Texas,Abilene,10,10,2015,70.3
Africa,Tunisia,,Tunis,7,21,1998,86.9
Asia,Sri Lanka,,Colombo,8,15,2008,81.1
Africa,Nigeria,,Niamey,3,19,2008,91.7
Asia,Turkmenistan,,Ashabad,3,21,2005,54.4
North America,US,Indiana,Evansville,3,3,1999,37.7
North America,US,New York,Rochester,10,28,1995,56.1
North America,US,Ohio,Dayton,1,12,2016,23.2
South/Central America & Carribean,Venezuela,,Caracas,5,24,1995,79.1
Europe,France,,Paris,8,20,2014,58.6
Africa,Guinea,,Conakry,12,10,1995,-99.0
Asia,Tajikistan,,Dusanbe,8,21,2019,78.5
Europe,Belarus,,Minsk,8,14,1998,56.8
North America,US,Texas,Waco,5,11,2000,80.5
Asia,India,,Chennai (Madras),1,31,2002,80.8
Middle East,Jordan,,Amman,12,5,2003,46.0
Middle East,United Arab Emirates,,Abu Dhabi,7,1,1999,96.1
Europe,Latvia,,Riga,4,10,2013,36.4
North America,US,Oregon,Medford,8,30,2015,67.1
Middle East,Qatar,,Doha,4,12,2002,77.1
Europe,Iceland,,Reykjavik,10,23,2006,34.3
North America,US,Maine,Caribou,5,20,1997,47.1
North America,Canada,,Winnipeg,1,2,2000,2.3
South/Central America & Carribean,Brazil,,Sao Paulo,11,8,2001,79.1
North America,US,Texas,Waco,1,30,2010,30.3
South/Central America & Carribean,Uruguay,,Montvideo,1,2,2001,80.3
North America,US,Florida,West Palm Beach,5,25,2003,77.6
North America,US,Colorado,Pueblo,3,5,2018,43.1
North America,US,North Dakota,Bismarck,12,30,1999,35.0
North America,US,Montana,Helena,8,17,2017,73.7
North America,US,South Dakota,Sioux Falls,8,7,2004,71.0
Middle East,Kuwait,,Kuwait,6,26,2005,104.6
Europe,Greece,,Athens,6,20,2011,81.3
Asia,Pakistan,,Karachi,5,13,2004,86.6
North America,US,Texas,San Angelo,8,13,2010,89.8
North America,US,Oklahoma,Oklahoma City,11,11,1999,63.8
North America,US,Connecticut,Bridgeport,7,25,2003,74.9
Asia,Taiwan,,Taipei,9,19,2005,85.4
North America,US,Texas,Wichita Falls,2,25,2018,47.9
Africa,Togo,,Lome,10,15,2010,80.6
North America,US,Texas,El Paso,7,27,2018,82.7
Africa,Nigeria,,Niamey,4,7,2006,91.7
North America,US,South Carolina,Columbia,3,16,1998,52.4
North America,US,Arizona,Phoenix,6,7,1995,82.1
South/Central America & Carribean,Peru,,Lima,10,4,2008,64.0
Africa,Algeria,,Algiers,11,18,2007,44.3
Europe,Germany,,Hamburg,5,27,1998,-99.0
Europe,Spain,,Bilbao,8,19,2018,68.9
North America,US,Missouri,Springfield,8,8,2010,82.9
Middle East,Qatar,,Doha,4,30,2020,90.0
North America,US,Colorado,Grand Junction,9,25,2016,54.0
North America,US,Texas,El Paso,7,1,2011,89.2
North America,US,Ohio,Dayton,11,2,2004,60.6
Asia,Turkmenistan,,Ashabad,6,16,2006,87.1
North America,US,Indiana,South Bend,3,28,1995,37.9
North America,US,Pennsylvania,Erie,5,15,2015,60.0
Asia,China,,Shanghai,3,25,1996,41.8
Europe,Spain,,Barcelona,4,6,2012,57.2
Asia,Pakistan,,Islamabad,1,17,2006,51.5
Asia,India,,Chennai (Madras),10,23,2005,79.9
Europe,Belgium,,Brussels,4,8,2013,41.9
Europe,Poland,,Warsaw,1,6,1996,25.4
South/Central America & Carribean,Peru,,Lima,4,14,2005,68.3
North America,US,Florida,Tampa St. Petersburg,7,30,2016,84.2
North America,US,Florida,Orlando,3,25,2019,70.4
North America,US,Montana,Great Falls,3,12,1996,41.9
North America,US,Kansas,Topeka,7,17,2017,82.0
Africa,Central African Republic,,Bangui,7,4,2002,-99.0
North America,US,North Dakota,Fargo,7,22,1995,70.0
North America,US,Ohio,Dayton,6,19,2001,78.6
North America,US,Vermont,Burlington,4,19,2006,56.6
Europe,Sweden,,Stockholm,9,13,2001,55.4
Europe,United Kingdom,,Belfast,9,23,2001,52.6
Asia,Mongolia,,Ulan-bator,5,9,2010,40.7
Europe,Spain,,Bilbao,1,14,1995,38.3
South/Central America & Carribean,Brazil,,Rio de Janeiro,11,28,2003,80.8
Asia,China,,Shanghai,6,5,1998,71.9
South/Central America & Carribean,Colombia,,Bogota,8,17,2016,58.7
North America,US,Texas,San Antonio,6,17,1998,85.4
Australia/South Pacific,Australia,,Canberra,11,9,2012,58.5
Australia/South Pacific,Australia,,Melbourne,3,17,2011,71.2
Europe,France,,Bordeaux,7,7,2018,74.8
North America,US,Indiana,Evansville,8,31,2005,72.1
North America,US,Colorado,Pueblo,8,4,2007,80.9
North America,US,North Carolina,Charlotte,7,11,2011,84.0
Africa,South Africa,,Capetown,11,13,2010,63.0
North America,US,Kansas,Topeka,3,23,2012,55.8
Australia/South Pacific,Australia,,Perth,4,15,2002,72.9
North America,US,California,Sacramento,7,3,1995,67.1
Africa,Mauritania,,Nouakchott,11,26,1999,74.0
South/Central America & Carribean,Panama,,Panama City,8,25,2005,77.8
Asia,China,,Shanghai,1,6,2016,45.4
North America,US,Idaho,Pocatello,4,2,2018,45.7
Europe,Spain,,Madrid,5,2,2016,56.3
North America,US,Mississippi,Tupelo,1,3,2006,53.1
North America,US,Kansas,Wichita,1,13,2015,22.0
Asia,Taiwan,,Taipei,5,28,1995,83.1
North America,US,Texas,Brownsville,6,14,2009,83.7
South/Central America & Carribean,Brazil,,Brasilia,9,14,2012,79.7
Middle East,Turkey,,Istanbul,2,15,2017,37.6
Africa,Namibia,,Windhoek,8,19,2010,74.2
North America,US,Texas,Lubbock,9,17,2008,66.6
North America,US,California,Fresno,12,31,2000,42.3
South/Central America & Carribean,Cuba,,Havana,5,21,2008,80.4
Europe,Germany,,Frankfurt,4,2,2004,-99.0
North America,US,Minnesota,Duluth,2,17,2015,1.3
North America,US,Wyoming,Cheyenne,12,27,2009,20.9
Middle East,Turkey,,Istanbul,4,29,1996,60.9
North America,US,Illinois,Chicago,1,10,2015,4.8
Africa,Namibia,,Windhoek,8,1,2012,63.1
Asia,Singapore,,Singapore,4,23,1998,86.5
North America,US,Nebraska,North Platte,6,19,1996,81.2
Australia/South Pacific,New Zealand,,Auckland,1,12,2013,71.4
Middle East,Qatar,,Doha,6,10,2003,102.9
North America,US,Connecticut,Hartford Springfield,3,17,2017,31.0
North America,US,New York,Syracuse,3,4,1997,33.9
Asia,North Korea,,Pyongyang,4,4,2017,59.1
North America,US,Colorado,Pueblo,10,14,2006,50.1
North America,US,Illinois,Rockford,5,21,2003,52.4
Africa,Tunisia,,Tunis,11,23,1998,48.1
Asia,Vietnam,,Hanoi,11,12,2006,77.3
North America,US,Virginia,Norfolk,3,1,2014,34.4
North America,US,Texas,San Antonio,11,24,2001,66.1
North America,US,New York,Syracuse,1,22,2014,-4.8
Middle East,Syria,,Damascus,11,6,1999,56.7
North America,Canada,,Edmonton,5,14,1998,61.3
North America,US,Ohio,Toledo,9,20,2019,73.5
North America,US,Nebraska,North Platte,9,20,2007,75.2
North America,US,Kentucky,Lexington,2,22,2003,49.4
Asia,China,,Chengdu,4,13,2016,65.9
North America,US,Virginia,Richmond,3,28,2019,45.9
North America,US,Alabama,Birmingham,7,3,2017,80.9
Europe,Belarus,,Minsk,5,13,2001,47.2
North America,US,Kentucky,Paducah,7,15,2004,75.2
North America,US,Kentucky,Louisville,8,28,2003,79.0
North America,US,Maryland,Washington DC,1,18,2004,34.2
Asia,China,,Guangzhou,12,3,1997,52.9
Australia/South Pacific,Australia,,Canberra,11,12,2002,77.1
North America,US,Minnesota,Minneapolis St. Paul,10,29,2014,39.8
North America,Mexico,,Monterrey,6,25,2010,91.0
North America,US,Kansas,Goodland,12,3,1995,39.6
Asia,China,,Shenyang,4,19,2006,39.1
Australia/South Pacific,New Zealand,,Auckland,4,14,2018,64.1
Africa,Egypt,,Cairo,8,28,2007,-99.0
Europe,Iceland,,Reykjavik,7,10,2013,54.1
Australia/South Pacific,Australia,,Canberra,10,16,2002,68.6
North America,US,Nevada,Las Vegas,11,13,1998,52.7
North America,US,Nebraska,Lincoln,5,29,2012,66.1
Africa,Morocco,,Rabat,9,19,2007,68.7
North America,US,Arkansas,Little Rock,9,22,2004,73.1
North America,US,Wisconsin,Green Bay,4,16,2012,58.2
Asia,Uzbekistan,,Tashkent,4,5,2012,64.3
North America,US,Illinois,Springfield,3,9,2012,39.3
North America,US,Alabama,Huntsville,11,7,2000,66.1
North America,US,Missouri,Kansas City,2,1,2003,39.9
North America,US,Texas,San Antonio,10,2,2010,74.4
North America,US,Washington,Yakima,4,5,1995,46.5
North America,US,Missouri,St Louis,6,24,2001,72.4
North America,US,Wisconsin,Milwaukee,2,13,2020,20.2
South/Central America & Carribean,Barbados,,Bridgetown,1,27,2013,79.9
Asia,Singapore,,Singapore,7,22,1998,83.9
Middle East,Saudi Arabia,,Dhahran,12,8,2009,67.5
Europe,Ukraine,,Kiev,6,6,2016,57.5
Asia,China,,Shenyang,2,10,2006,18.3
North America,US,Montana,Billings,6,18,2004,48.2
Europe,Switzerland,,Zurich,7,5,2014,63.9
North America,US,Colorado,Denver,12,6,2013,0.6
Europe,Switzerland,,Zurich,5,10,1998,68.2
North America,US,Michigan,Sault Ste Marie,4,8,2017,42.7
Asia,Thailand,,Bangkok,12,9,2009,80.5
Asia,China,,Beijing,6,9,2017,82.5
Middle East,United Arab Emirates,,Abu Dhabi,6,11,2005,91.8
Europe,France,,Paris,11,18,2014,48.0
South/Central America & Carribean,Suriname,,Paramaribo,6,20,2003,-99.0
North America,US,Washington,Spokane,1,8,2002,45.8
Asia,China,,Shenyang,5,5,2010,56.8
North America,US,Texas,San Angelo,11,9,2013,54.2
Africa,Morocco,,Rabat,7,9,2002,69.7
Asia,Kazakhstan,,Almaty,11,11,1996,22.9
North America,US,Kentucky,Lexington,12,17,2012,54.2
Africa,Central African Republic,,Bangui,8,25,2010,80.9
South/Central America & Carribean,Colombia,,Bogota,7,8,1998,57.5
Europe,Russia,,Moscow,7,31,1998,74.1
North America,US,Texas,Houston,8,21,2003,83.8
North America,US,Washington,Spokane,4,23,2006,48.9
Africa,Togo,,Lome,4,30,2015,86.8
Asia,Myanmar (Burma),,Rangoon,9,19,2001,80.0
North America,US,Pennsylvania,Allentown,11,11,2016,50.4
Australia/South Pacific,New Zealand,,Auckland,8,15,2003,53.6
North America,US,Arkansas,Little Rock,5,6,2018,70.8
North America,US,Idaho,Pocatello,3,7,2005,41.9
Africa,Algeria,,Algiers,11,8,1995,57.2
North America,US,Hawaii,Honolulu,4,18,2010,72.2
Asia,India,,Chennai (Madras),2,6,2010,76.9
North America,US,California,Los Angeles,9,22,2007,63.4
North America,US,Montana,Helena,11,17,2017,33.6
North America,US,Kentucky,Louisville,9,16,1999,66.5
North America,US,Mississippi,Jackson,11,26,2015,65.3
Asia,Kazakhstan,,Almaty,3,3,2005,37.7
Asia,Sri Lanka,,Colombo,11,7,2015,78.9
North America,US,Washington,Yakima,12,28,2018,27.1
North America,Canada,,Calgary,9,30,2002,36.7
North America,US,Oklahoma,Tulsa,5,2,2000,63.9
North America,US,Mississippi,Jackson,11,5,2001,62.2
Middle East,Kuwait,,Kuwait,9,25,2014,91.9
South/Central America & Carribean,Guatemala,,Guatemala City,8,12,2013,68.1
Europe,Iceland,,Reykjavik,7,11,1998,54.9
North America,US,California,Los Angeles,2,18,2009,52.9
Africa,Gambia,,Banjul,1,26,2001,-99.0
North America,US,Texas,Houston,7,19,1997,81.3
North America,US,Arizona,Phoenix,7,28,2011,97.2
North America,US,Montana,Helena,9,7,2006,71.1
North America,US,Alabama,Huntsville,11,12,2009,53.7
North America,US,Georgia,Columbus,5,26,1996,-99.0
North America,US,New Jersey,Newark,12,10,1995,23.2
North America,US,Georgia,Savannah,9,28,2012,75.3
North America,US,South Carolina,Columbia,2,22,2015,57.1
North America,US,Montana,Helena,9,21,2019,54.7
North America,US,Michigan,Sault Ste Marie,2,28,2019,9.2
North America,US,Virginia,Richmond,5,19,2006,62.3
North America,US,West Virginia,Elkins,8,25,2002,68.9
Asia,Indonesia,,Jakarta,11,22,2001,-99.0
North America,US,North Carolina,Raleigh Durham,2,28,2000,55.0
North America,US,Pennsylvania,Allentown,7,13,1995,77.4
Africa,Burundi,,Bujumbura,5,23,2007,55.5
North America,US,Alabama,Mobile,1,22,2007,55.5
North America,US,Minnesota,Minneapolis St. Paul,11,2,2001,51.1
North America,US,Alabama,Mobile,12,17,2014,47.5
Europe,Spain,,Barcelona,9,13,2007,72.1
Asia,Hong Kong,,Hong Kong,1,6,2015,70.4
North America,US,Washington,Seattle,7,29,1996,72.6
North America,US,Washington,Seattle,9,3,2017,77.1
North America,US,North Carolina,Raleigh Durham,6,1,1995,70.7
North America,US,Texas,El Paso,5,17,2012,76.9
North America,US,Georgia,Macon,11,4,2001,65.3
North America,US,Connecticut,Hartford Springfield,4,18,2001,46.1
Europe,Switzerland,,Geneva,2,24,2009,38.7
North America,US,Oregon,Salem,11,15,1999,54.0
North America,US,Texas,Waco,3,15,2014,63.0
Europe,Germany,,Munich,8,27,2010,67.6
North America,US,North Carolina,Asheville,4,24,2006,63.9
North America,US,Washington,Yakima,4,2,2008,40.8
North America,US,Utah,Salt Lake City,8,27,1999,79.4
Europe,Romania,,Bucharest,8,24,2015,70.1
North America,US,Ohio,Columbus,9,19,2005,68.9
North America,US,Pennsylvania,Harrisburg,1,21,2006,46.2
Asia,Bangladesh,,Dhaka,12,25,2004,-99.0
Africa,Tanzania,,Dar Es Salaam,4,16,2011,81.7
Europe,Georgia,,Tbilisi,5,28,1998,75.2
Africa,Benin,,Cotonou,12,26,2009,84.3
Europe,United Kingdom,,London,10,5,1999,47.5
North America,US,Florida,Miami Beach,3,16,2013,66.5
Asia,China,,Shenyang,2,9,1997,18.3
Asia,India,,Bombay (Mumbai),12,8,2016,80.7
North America,US,Washington,Spokane,11,4,2006,48.9
North America,US,Kentucky,Paducah,2,28,1998,47.4
Europe,Austria,,Vienna,8,13,2015,82.6
North America,US,Indiana,South Bend,9,5,1998,68.8
North America,US,New York,Albany,5,16,2005,58.6
Asia,Indonesia,,Jakarta,3,22,2000,-99.0
North America,US,Kansas,Goodland,12,16,1996,29.0
North America,US,Nebraska,North Platte,6,12,2010,63.5
North America,US,Maryland,Washington DC,3,24,2009,39.4
North America,US,Texas,Houston,5,26,1996,-99.0
North America,US,Nebraska,North Platte,8,8,2008,67.5
Asia,Turkmenistan,,Ashabad,2,13,2004,50.3
North America,US,Georgia,Macon,6,22,2011,83.7
Asia,South Korea,,Seoul,8,7,1999,84.3
North America,US,Pennsylvania,Philadelphia,9,22,2003,70.8
North America,US,South Dakota,Sioux Falls,2,25,2020,32.3
North America,US,Mississippi,Jackson,1,12,1998,53.5
North America,US,Florida,Jacksonville,2,6,2013,60.2
North America,US,New York,Syracuse,12,9,2008,26.8
Africa,Tanzania,,Dar Es Salaam,4,28,2002,80.2
Africa,Zambia,,Lusaka,8,25,2007,72.7
Asia,Thailand,,Bangkok,5,26,2010,84.0
Asia,Philippines,,Manila,8,13,2018,81.4
Europe,Norway,,Oslo,7,5,2003,66.9
North America,US,Kentucky,Paducah,11,1,2011,53.0
Europe,United Kingdom,,London,1,28,2020,40.4
North America,US,Oregon,Eugene,5,10,2020,65.1
Europe,Sweden,,Stockholm,4,17,2001,41.0
North America,US,Massachusetts,Boston,11,17,1997,33.9
Africa,Morocco,,Rabat,7,31,2011,73.5
Europe,Switzerland,,Geneva,4,26,1995,46.8
North America,US,Louisiana,Shreveport,1,28,2000,31.4
North America,US,Virginia,Roanoke,2,10,2014,35.8
North America,US,Kansas,Wichita,6,10,2011,72.7
North America,US,California,San Diego,4,19,2011,63.3
North America,US,Arizona,Phoenix,9,5,2013,99.6
North America,US,Michigan,Detroit,1,4,2018,11.4
South/Central America & Carribean,Costa Rica,,San Jose,4,3,2019,76.8
North America,US,Delaware,Wilmington,4,16,2001,48.6
